link,title,date,newspaper
/news/news_read.naver?article_id=0005064924&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=42,"LG유플러스, 장기 투자 아니면 종목 교체 고민해야-하나",20230831,파이낸셜뉴스
/news/news_read.naver?article_id=0005307250&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=42,다시 커진 비트코인 현물 ETF 출시 기대감…시장 살아날까,20230831,파이낸셜뉴스
/news/news_read.naver?article_id=0004885914&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=42,민간 고용 둔화에 상승…나스닥 0.54%↑[뉴욕증시 브리핑],20230831,아시아경제
/news/news_read.naver?article_id=0005064923&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=42,"KT, 3.3만 이상 매도 후회 없다-하나",20230831,한국경제
/news/news_read.naver?article_id=0005563021&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=42,외인 '에코프로' vs 개인 '삼전' 찜…8월 수익률 승자는,20230831,파이낸셜뉴스
/news/news_read.naver?article_id=0007019585&office_id=421&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=42,"애플 아이폰15, 9월 12일 공개…주가 2%↑",20230831,이데일리
/news/news_read.naver?article_id=0005563015&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=42,"철퇴 맞으니 저점매수 유입…웃픈 GS건설, 한숨 돌리는 건설株",20230831,뉴스1
/news/news_read.naver?article_id=0000928117&office_id=366&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=42,“금리 대체 언제 떨어지나요?”… 건물 지하실로 들어가는 리츠주,20230831,이데일리
/news/news_read.naver?article_id=0007019575&office_id=421&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=42,"엔비디아 1% 상승, 필라델피아반도체지수 0.40%↑(종합2)",20230831,조선비즈
/news/news_read.naver?article_id=0005563005&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=42,"뜨거운 美고용 식는다…""배드뉴스가 굿뉴스""[월스트리트in]",20230831,뉴스1
/news/news_read.naver?article_id=0012060257&office_id=003&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=42,"뉴욕증시, 민간 고용 둔화에도 상승 마감…다우 0.11%↑",20230831,이데일리
/news/news_read.naver?article_id=0005064925&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=42,[뉴욕증시]긴축 우려 완화에 다우 3만4890.24..0.11%↑,20230831,뉴시스
/news/news_read.naver?article_id=0005563004&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,반도체 더 담고 엔터 덜어내고…8월 국민연금 장바구니는?,20230831,이데일리
/news/news_read.naver?article_id=0014162046&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,머스크 집짓기에 테슬라 돈 끌어 썼나…美검찰·금융당국 조사,20230831,연합뉴스
/news/news_read.naver?article_id=0007019536&office_id=421&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,엔비디아 사상최고에도 여전히 싸…목표가 상향 속출(종합),20230831,뉴스1
/news/news_read.naver?article_id=0004932023&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,운전석 앉은 현대차…자율주행株 달린다,20230831,머니투데이
/news/news_read.naver?article_id=0014162044&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,"뉴욕증시, 민간 고용 둔화에 반색…4일 연속 상승 마감",20230831,연합뉴스
/news/news_read.naver?article_id=0000945524&office_id=417&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,"에코프로 4형제?… 에코프로머티리얼즈, 연내 코스피 입성할까",20230831,머니S
/news/news_read.naver?article_id=0007019527&office_id=421&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,"엔비디아 0.98% 상승 500달러 근접, 또 사상 최고(상보)",20230831,뉴스1
/news/news_read.naver?article_id=0007019526&office_id=421&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,경기 둔화로 금리인상 가능성↓…미증시 일제 상승(상보),20230831,뉴스1
/news/news_read.naver?article_id=0005562999&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,[속보]뜨거운 고용 냉각 신호 또 나왔다…S&P 4500 넘어,20230831,이데일리
/news/news_read.naver?article_id=0000945518&office_id=417&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,엔터株 강세에 ETF도 주목… 삼성자산운용만 부진 왜?,20230831,머니S
/news/news_read.naver?article_id=0007019521&office_id=421&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,"[속보] 경기 둔화, 미증시 일제 상승…나스닥 0.54%↑",20230831,뉴스1
/news/news_read.naver?article_id=0007019520&office_id=421&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,[속보] 베트남 전기차 빈패스트 오늘도 11% 폭락,20230831,뉴스1
/news/news_read.naver?article_id=0007019515&office_id=421&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,"[속보] 엔비디아 0.98% 상승, 또 사상 최고치",20230831,뉴스1
/news/news_read.naver?article_id=0001634732&office_id=005&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,[금융뒷담] ‘이차전지 하락 베팅 상품’ 불매 맞아도 꺼내는 증권사,20230831,국민일보
/news/news_read.naver?article_id=0003784906&office_id=023&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,[주요경제지표] 2023년 8월 30일자,20230831,조선일보
/news/news_read.naver?article_id=0003784901&office_id=023&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,[주식 매매 상위 종목 및 환율] 2023년 8월 30일자,20230831,조선일보
/news/news_read.naver?article_id=0003784894&office_id=023&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,금리 인하 기대 꺾여… ‘고정금리형 주담대’ 선택 늘었다,20230831,조선일보
/news/news_read.naver?article_id=0012060223&office_id=003&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,"유럽증시, ECB 긴축 경계감 속 혼조 마감…DAX 0.24%↓",20230831,동아일보
/news/news_read.naver?article_id=0001122296&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,"번스타인, 텍사스인스트루먼트 '시장수익률 하회'로 하향…장기 전략 우려",20230831,뉴시스
/news/news_read.naver?article_id=0003517936&office_id=020&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=43,라임 ‘특혜 환매 의혹’ NH증권 추가 검사,20230831,한국경제TV
/news/news_read.naver?article_id=0001122295&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=44,"구겐하임, 테슬라 '매도' 의견...""공급이 수요 앞서""",20230831,한국경제TV
/news/news_read.naver?article_id=0001122294&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=44,"HSBC, 얼라인테크놀로지 '매수' 의견…주가 22% 상승 여력",20230831,한국경제TV
/news/news_read.naver?article_id=0001122293&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=44,"""중국에 투자 불가""…美 상무, 수출통제 철회도 거절",20230831,한국경제TV
/news/news_read.naver?article_id=0001122292&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=44,"멜리어스 리서치, 엔비디아 '매수' 의견…""더 많은 모멘텀 예상""",20230831,한국경제TV
/news/news_read.naver?article_id=0001122291&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230831&page=44,"테슬라, LA로부터 테마 식당 건설 계획 허가",20230831,한국경제TV
/news/news_read.naver?article_id=0014166827&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,'상장 뒷돈' 빗썸 이상준·골퍼 출신 안성현 구속영장 기각,20230901,연합뉴스
/news/news_read.naver?article_id=0001122795&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,"BofA, 엘라스틱 투자의견 '매수'…목표가 78달러",20230901,한국경제TV
/news/news_read.naver?article_id=0014166819&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,"뉴욕증시, 고용지표 소화하며 상승 출발",20230901,연합뉴스
/news/news_read.naver?article_id=0001122794&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,"UBS ""브로드컴, AI군비경쟁의 수혜…목표가 925달러""",20230901,한국경제TV
/news/news_read.naver?article_id=0001122792&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,"스위스 인수이사회 ""뉴GAMe의 GAM 주식에 대한 부분제안은 인수 규칙에 부합"" 판결",20230901,한국경제TV
/news/news_read.naver?article_id=0001122790&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,"호주 산토스, PNG LNG 프로젝트 지분 3% 7억3600만 달러에 매각",20230901,한국경제TV
/news/news_read.naver?article_id=0004233213&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,美 8월 고용 완만히 둔화…굳어지는 9월 금리동결론,20230901,서울경제
/news/news_read.naver?article_id=0001122786&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,"거래소, 이화그룹 3사 상장폐지 결정",20230901,한국경제TV
/news/news_read.naver?article_id=0001122784&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,미국 8월 일자리 18만7천개 증가…실업률 3.8%,20230901,한국경제TV
/news/news_read.naver?article_id=0004233194&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,[속보]美 8월 비농업 일자리 18.7만 개 증가…예상 상회,20230901,서울경제
/news/news_read.naver?article_id=0005180836&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,한달새 16조원 중국 탈출작전…중학개미도 7년만에 ‘팔자’ 변심,20230901,매일경제
/news/news_read.naver?article_id=0004233172&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,과기공 위탁운용사 공모에 맥쿼리·IMM 등 참여 [시그널],20230901,서울경제
/news/news_read.naver?article_id=0014166722&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,5대 은행 가계대출 지난달 1.6조원 늘어…넉 달 연속 증가,20230901,연합뉴스
/news/news_read.naver?article_id=0000617291&office_id=422&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,떨어진 엔화값에 ETF 투자 급증…일본 향하는 투심,20230901,연합뉴스TV
/news/news_read.naver?article_id=0004233147&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,"거래소 기업심사위, 이화그룹 3사 결국 '상장폐지' 결정",20230901,서울경제
/news/news_read.naver?article_id=0000758374&office_id=469&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,"'거래정지 번복에 주주 분노' 이화그룹주, 결국 상장폐지",20230901,한국일보
/news/news_read.naver?article_id=0001765905&office_id=057&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,[경제기자M] 한물간 CD의 부활?…K-팝 수출 전성시대,20230901,MBN
/news/news_read.naver?article_id=0004933040&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,"거래소, '횡령·배임' 이화그룹 계열 3사 상장폐지 결정",20230901,머니투데이
/news/news_read.naver?article_id=0001765904&office_id=057&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,삼성전자 32Gb D램 개발…40년 만에 용량 50만 배,20230901,MBN
/news/news_read.naver?article_id=0001765903&office_id=057&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=1,범죄예방·실종자 수색까지…더 똑똑해지는 지능형 CCTV,20230901,MBN
/news/news_read.naver?article_id=0004933038&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,노동시장 둔화 랠리 이어질까…8월 고용이 의미하는 것[오미주],20230901,머니투데이
/news/news_read.naver?article_id=0005066074&office_id=014&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"거래소 기업심사위, 이화그룹 3사 결국 '상장폐지' 결정",20230901,파이낸셜뉴스
/news/news_read.naver?article_id=0004886752&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"거래소 기업심사위, 이화그룹 3사 상장폐지 결정",20230901,한국경제
/news/news_read.naver?article_id=0004933036&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"이복현, 국회 나와 '라임펀드 특혜환매' 의혹 입장 밝힌다",20230901,머니투데이
/news/news_read.naver?article_id=0005308379&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"거래소 ""이아이디·이트론·이화전기 상장폐지 결정""",20230901,아시아경제
/news/news_read.naver?article_id=0002745257&office_id=119&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"거래소 기업심사위, 이화그룹 3사 상장폐지 결정",20230901,데일리안
/news/news_read.naver?article_id=0005565020&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"공무원연금, 2023 亞 공무원연금포럼 참석…공단 업무혁신 사례 발표",20230901,이데일리
/news/news_read.naver?article_id=0014166641&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"거래소 기업심사위, 이화그룹 3사 상장폐지 결정",20230901,연합뉴스
/news/news_read.naver?article_id=0014166640&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"한미반도체, SK하이닉스에 415억원 규모 HBM용 장비 공급",20230901,연합뉴스
/news/news_read.naver?article_id=0004233126&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,[데이터로 보는 증시]채권 수익률 현황(9월 1일),20230901,서울경제
/news/news_read.naver?article_id=0005564990&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"""국민연금 수익률, 대체투자로 높여야…보험료율도 점진적 상향""",20230901,이데일리
/news/news_read.naver?article_id=0004886666&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,은행채 순발행액 4조…11개월 만에 최대,20230901,조선비즈
/news/news_read.naver?article_id=0004886662&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,[한경유레카 특징주] 넥스틴 주가 반등 가능성은?,20230901,한국경제
/news/news_read.naver?article_id=0004886659&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,반도체 담는 외국인·기관…힘 빠진 2차전지,20230901,한국경제
/news/news_read.naver?article_id=0000928746&office_id=366&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"HD현대글로벌서비스, 상장 대표 주관사에 KB證·JP모건·UBS",20230901,한국경제
/news/news_read.naver?article_id=0000019201&office_id=648&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"[르포]상도동 언덕 위 신축, 국민평형 14억…청약 열기에 완판할까?",20230901,한국경제
/news/news_read.naver?article_id=0000928750&office_id=366&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"거래소 기심위, 이화전기·이트론 상장폐지 심의",20230901,한국경제
/news/news_read.naver?article_id=0004886671&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"""사우디 큰손 온다""…희림·한미글로벌 강세",20230901,이데일리
/news/news_read.naver?article_id=0004886667&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"타임폴리오 ""대학생 주식 고수 채용전환형 인턴 채용 기회""",20230901,조선비즈
/news/news_read.naver?article_id=0005564913&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=2,"기심위, 이화전기·이트론 상장폐지 심의",20230901,비즈워치
/news/news_read.naver?article_id=0004233118&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,"HD현대글로벌, 상장주관에 KB…외국계 JP·UBS 합류 [시그널]",20230901,서울경제
/news/news_read.naver?article_id=0012064877&office_id=003&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,"[올댓차이나] 중국 증시, 정책 기대에 반등 마감...선전 0.44%↑",20230901,뉴시스
/news/news_read.naver?article_id=0000019200&office_id=648&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,"또다시 '쿠키런' 꺼내든 데브시스터즈, 이번엔 '브레이버스'로 달린다",20230901,비즈워치
/news/news_read.naver?article_id=0000019199&office_id=648&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,"현대차그룹, 올해 판매목표 넘어서나…'싼타페·쏘렌토가 가늠자'",20230901,비즈워치
/news/news_read.naver?article_id=0005564882&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,정부 정책에 ‘K-원전株’ 수혜…투자 포인트 보니,20230901,이데일리
/news/news_read.naver?article_id=0005180747&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,외국인 16조원 팔아치운 中증시…韓개미도 등돌렸다,20230901,매일경제
/news/news_read.naver?article_id=0001122767&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,"석달만에 돌아온 CFD…""테마주 투자는 위험천만""",20230901,매일경제
/news/news_read.naver?article_id=0001122765&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,"""고맙다,엔비디아""…단숨에 7만전자 [마켓플러스]",20230901,매일경제
/news/news_read.naver?article_id=0012064851&office_id=003&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,"이복현, 4일 국회 정무위 참석…'라임 재조사' 입장 밝힌다",20230901,매일경제
/news/news_read.naver?article_id=0004233102&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,외국인이 5500억어치 사들여…한달 만에 '7만전자' 복귀한 삼성,20230901,매일경제
/news/news_read.naver?article_id=0004233096&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,[ETF줌인] 유망 의료 AI기업에 투자…출시 보름만에 10% 수익,20230901,한국경제TV
/news/news_read.naver?article_id=0004233087&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,"""틈새작 히트""…중소형사 ETF 자산 1년새 8.6조 '껑충'",20230901,한국경제TV
/news/news_read.naver?article_id=0004233085&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,"재활로봇업체 피앤에스미캐닉스, 코스닥 상장 추진 [시그널]",20230901,디지털데일리
/news/news_read.naver?article_id=0005180752&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,[코스닥 공시] 드림어스컴퍼니 / 우원개발,20230901,뉴시스
/news/news_read.naver?article_id=0005180751&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,[유가증권시장 공시] 한미반도체 / SNT에너지,20230901,서울경제
/news/news_read.naver?article_id=0005180749&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,달러 파킹도 ETF로 하네,20230901,뉴시스
/news/news_read.naver?article_id=0005180748&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,"큐리어스, 1조에 산 삼성重 시추선 4척 모두 팔았다",20230901,서울경제
/news/news_read.naver?article_id=0002155833&office_id=138&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,"유진투자증권 주가, 롤러코스트… ""두나무가 인수 추진했으나 무산"" 보도후 급락",20230901,서울경제
/news/news_read.naver?article_id=0012064846&office_id=003&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,"웰크론, 종속회사 아리웰에 375억 규모 담보 제공 결정",20230901,서울경제
/news/news_read.naver?article_id=0001122760&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=3,[부고] 정내혁(부국증권 IB사업2본부장)씨 모친상,20230901,한국경제TV
/news/news_read.naver?article_id=0004886646&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,"에코프로 5000억 '공매도 폭탄'…""큰손들 하락 베팅""",20230901,뉴시스
/news/news_read.naver?article_id=0005180719&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,"대주회계법인, 인베스트서울과 해외 투자유치 활성화를 위한 업무협약",20230901,한국경제
/news/news_read.naver?article_id=0005564867&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,쏘카 지분 정리한 SK는 오르고 2대주주 된 롯데렌탈은 내리고,20230901,매일경제
/news/news_read.naver?article_id=0005308349&office_id=277&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,"""소유 증명 넘어선 NFT 기술 발전 나타날 수 있어…협업 활발""",20230901,매일경제
/news/news_read.naver?article_id=0000019198&office_id=648&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,"""매각 사실무근""…두나무 피인수설에 선 그은 유진투자증권",20230901,이데일리
/news/news_read.naver?article_id=0005564862&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,"국고 3년물, 14거래일 만에 3.6%대 안착… 美 고용 주시[채권마감]",20230901,아시아경제
/news/news_read.naver?article_id=0000236229&office_id=629&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,올해 '1조 클럽' 증권사 나올까…키움·삼성증권 '선두',20230901,매일경제
/news/news_read.naver?article_id=0001122749&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,엔비디아에 HBM3 공급 소식에 '다시 7만전자',20230901,이데일리
/news/news_read.naver?article_id=0000019197&office_id=648&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,"한화생명 여승주 대표이사, 부회장 승진",20230901,비즈워치
/news/news_read.naver?article_id=0000019196&office_id=648&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,"상상인 저축은행, 오너리스크에 주인 바뀔까",20230901,이데일리
/news/news_read.naver?article_id=0012064803&office_id=003&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,'비트코인 현물 ETF'…왜 자꾸 미뤄지나,20230901,더팩트
/news/news_read.naver?article_id=0001122748&office_id=215&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,"예탁원, 제28회 부산국제영화제 공식 후원",20230901,이데일리
/news/news_read.naver?article_id=0012064835&office_id=003&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,큐리옥스바이오시스템즈 ,20230901,한국경제TV
/news/news_read.naver?article_id=0005180718&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,“매각 검토한 적 없다”...유진투자증권 10% 급락,20230901,이데일리
/news/news_read.naver?article_id=0005180709&office_id=009&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,"몸값 4조 HD현대글로벌서비스, IPO 대표 주관사에 KB·JP모건·UBS 선정",20230901,이데일리
/news/news_read.naver?article_id=0005564865&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,"라이트온, 100억원에 엠오유마인 창대광산 지분 100% 취득",20230901,비즈워치
/news/news_read.naver?article_id=0005564860&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,"바이오로그디바이스, 140억원에 여수 토지·건물 양수",20230901,비즈워치
/news/news_read.naver?article_id=0005564855&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,"오파스넷, 자사주 18.7억원 규모 처분",20230901,뉴시스
/news/news_read.naver?article_id=0005564854&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,"파로스아이바이오 ""시황변동, 별도 중요정보 없어""",20230901,한국경제TV
/news/news_read.naver?article_id=0004233070&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=4,기업공시[9월 1일],20230901,서울경제
/news/news_read.naver?article_id=0012064785&office_id=003&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=5,"시너지이노베이션, '뉴로바이오젠' 호재에 상한가[핫스탁](종합)",20230901,뉴시스
/news/news_read.naver?article_id=0014166495&office_id=001&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=5,"카카오뱅크, 정기예금 금리 0.1%p 인상…세이프박스는 0.1%p↓",20230901,이데일리
/news/news_read.naver?article_id=0000758340&office_id=469&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=5,"""삼성전자, 곧 엔비디아에 HBM3 공급"" 소식에 주가 깜짝 반등",20230901,뉴시스
/news/news_read.naver?article_id=0004932985&office_id=008&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=5,삼성전자가 끌어올린 코스피…이차전지 내린 코스닥 '울상',20230901,연합뉴스
/news/news_read.naver?article_id=0005564824&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=5,"""국민연금기금, 수익률 높이려면 위험자산 늘려야…해외자산 분산 필요""",20230901,한국일보
/news/news_read.naver?article_id=0012064767&office_id=003&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=5,"[올댓차이나] 대만 증시, 반도체주 매수 선행에 반등 마감...0.06%↑",20230901,머니투데이
/news/news_read.naver?article_id=0005564815&office_id=018&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=5,"예탁원, 제28회 부산국제영화제 공식 후원",20230901,이데일리
/news/news_read.naver?article_id=0004233059&office_id=011&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=5,"[마감 시황] 코스피, 삼성전자 원맨쇼에 0.3% 상승…외인, 6거래일 만에 순매수",20230901,뉴시스
/news/news_read.naver?article_id=0004886630&office_id=015&mode=LSS2D&type=0&section_id=101&section_id2=258&section_id3=&date=20230901&page=5,"""삼성전자 12만원 간다"" 전망에…외국인 5500억 쓸어담았다",20230901,이데일리
